3A,3A-04,FS,DS 08,GB 13,10,500,2019-12-29,DK,05:30 AM,Basah,Lagi hujan,Gerimis,0,0,Basah,Cerah,,<1 jam,,,,,,
3A,3A-05,FS,GB 13,GB 02,11,550,2019-12-29,DK,05:30 AM,Basah,Lagi hujan,Gerimis,1,0,Basah,Cerah,,<1 jam,,,,,,
3A,3A-06,AB,GB 02,SP 08,10,500,2019-12-29,DK,05:30 AM,Basah,Lagi hujan,Gerimis,0,0,Basah,Cerah,,<1 jam,,,,,,
3A,3A-07,AB,SP 08,TR 05,5,250,2019-12-29,DK,05:30 AM,Basah,Lagi hujan,Gerimis,0,0,Basah,Mendung,,<1 jam,,,,,,
3A,3A-08,FS,ST 10,ST 00,10,500,2019-12-29,DK,05:30 AM,Basah,Lagi hujan,Gerimis,0,0,Basah,Cerah,,<1 jam,,,,,,
3A,3A-09,FS,RB 10,RB 07,3,150,2019-12-29,DK,05:30 AM,Basah,Lagi hujan,Gerimis,1,0,Basah,Cerah,,<1 jam,,,,,,
3A,3A-10,AB,RB 07,RB 06,1,50,2019-12-29,DK,05:30 AM,Basah,Lagi hujan,Gerimis,0,0,Basah,Cerah,,<1 jam,,,,,,
3B,3B-01,AB,RB 06,RB 07,1,50,2020-01-17,JK+Elisa,05:30 AM,Basah,Kosong,Tidak ada,1,0,Basah,Mendung,,,,,,,,
3B,3B-02,FS,RB 07,RB 10,3,150,2020-01-17,JK+Elisa,05:30 AM,Basah,Kosong,Tidak ada,0,0,Basah,Cerah,,,,,,,,
3B,3B-03,FS,ST 00,ST 10,10,500,2020-01-17,JK+Elisa,05:30 AM,Basah,Kosong,Tidak ada,0,0,Basah,Cerah,,,,,,,,
3B,3B-04,AB,TR 05,SP 08,5,250,2020-01-17,JK+Elisa,05:30 AM,Basah,Kosong,Tidak ada,0,0,Basah,Cerah,,,,,,,,
3B,3B-05,AB,SP 08,GB 02,10,500,2020-01-17,JK+Elisa,05:30 AM,Basah,Kosong,Tidak ada,3,0,Basah,Cerah,,,,,,,,
3B,3B-06,FS,GB 02,GB 13,11,550,2020-01-17,JK+Elisa,05:30 AM,Basah,Kosong,Tidak ada,6,0,Basah,Cerah,,,,,,,,
3B,3B-07,FS,GB 13,DS 08,10,500,2020-01-17,JK+Elisa,05:30 AM,Basah,Kosong,Tidak ada,2,0,Basah,Cerah,,,,,,,,
3B,3B-08,AB,DS 08,DS 12,4,200,2020-01-17,JK+Elisa,05:30 AM,Basah,Kosong,Tidak ada,6,0,Basah,Mendung,,,,,,,,
3B,3B-09,AB,BM 16,BM 06,10,500,2020-01-17,JK+Elisa,05:30 AM,Basah,Kosong,Tidak ada,0,0,Basah,Mendung,,,,,,,,
3B,3B-10,FS,BM 06,BM 00,6,300,2020-01-17,JK+Elisa,05:30 AM,Basah,Kosong,Tidak ada,8,0,Basah,Mendung,,,,,,,,
4A,4A-01,AB,SK 00,SK 10,10,500,2020-01-11,SY,05:30 AM,Basah,Tadi malam ada hujan,Gerimis,0,0,Basah,Mendung,,>1 jam,,,,,,
4A,4A-02,AB,SK 10,ST 18,10,500,2020-01-11,SY,05:30 AM,Basah,Tadi malam ada hujan,Gerimis,0,0,Basah,Mendung,,>1 jam,,,,,,
4A,4A-03,AB,ST 18,TR 06,9,450,2020-01-11,SY,05:30 AM,Basah,Tadi malam ada hujan,Gerimis,0,0,Basah,Mendung,,>1 jam,,,,,,
4A,4A-04,FS,TR 06,SZ 15,10,500,2020-01-11,SY,05:30 AM,Basah,Tadi malam ada hujan,Gerimis,0,0,Basah,Cerah,,>1 jam,,,,,,
4A,4A-05,FS,SZ 15,RS 22,10,500,2020-01-11,SY,05:30 AM,Basah,Tadi malam ada hujan,Gerimis,1,0,Basah,Cerah,,>1 jam,,,,,,
4A,4A-06,FS,RS 22,RS 32,10,500,2020-01-11,SY,05:30 AM,Basah,Tadi malam ada hujan,Gerimis,1,0,Basah,Cerah,,>1 jam,,,,,,
4A,4A-07,FS,RS 32,RS 42,10,500,2020-01-11,SY,05:30 AM,Basah,Tadi malam ada hujan,Gerimis,0,0,Basah,Cerah,,>1 jam,,,,,,
4A,4A-08,FS,RS 42,RS 44,2,100,2020-01-11,SY,05:30 AM,Basah,Tadi malam ada hujan,Gerimis,0,0,Basah,Cerah,,>1 jam,,,,,,
4B,4B-01,FS,RS 44,RS 42,2,100,2020-01-18,LD,05:35 AM,Lembab,Kemarin ada hujan,Gerimis,0,0,Lembab,Cerah,,<1 jam,,,,,,
4B,4B-02,FS,RS 42,RS 32,10,500,2020-01-18,LD,05:35 AM,Lembab,Kemarin ada hujan,Gerimis,1,0,Lembab,Cerah,,<1 jam,,,,,,
4B,4B-03,FS,RS 32,RS 22,10,500,2020-01-18,LD,05:35 AM,Lembab,Kemarin ada hujan,Gerimis,1,0,Lembab,Cerah,,<1 jam,,,,,,
4B,4B-04,FS,RS 22,SZ 15,10,500,2020-01-18,LD,05:35 AM,Lembab,Kemarin ada hujan,Gerimis,0,0,Lembab,Cerah,,<1 jam,,,,,,
4B,4B-05,FS,SZ 15,TR 06,10,500,2020-01-18,LD,05:35 AM,Lembab,Kemarin ada hujan,Gerimis,0,0,Lembab,Cerah,,<1 jam,,,,,,
4B,4B-06,AB,TR 06,ST 18,9,450,2020-01-18,LD,05:35 AM,Lembab,Kemarin ada hujan,Gerimis,0,0,Lembab,Cerah,,<1 jam,,,,,,
4B,4B-07,AB,ST 18,SK 10,10,500,2020-01-18,LD,05:35 AM,Lembab,Kemarin ada hujan,Gerimis,0,0,Lembab,Cerah,,<1 jam,,,,,,
4B,4B-08,AB,SK 10,SK 00,10,500,2020-01-18,LD,05:35 AM,Lembab,Kemarin ada hujan,Gerimis,0,0,Lembab,Cerah,,<1 jam,,,,,,
5A,5A-01,LS,JB 00,JB 04,4,200,2020-01-10,SY,05:30 AM,Basah,Tadi malam ada hujan,Sedang,0,0,Basah,Kabut,,>1 jam,,,,,,
5A,5A-02,LG,JB 04,JB 11,7,350,2020-01-10,SY,05:30 AM,Basah,Tadi malam ada hujan,Sedang,0,0,Basah,Kabut,,>1 jam,,,,,,
5A,5A-03,LS,JB 11,JB 21,10,500,2020-01-10,SY,05:30 AM,Basah,Tadi malam ada hujan,Sedang,0,0,Basah,Kabut,,>1 jam,,,,,,
5A,5A-04,LS,TL 17,TL 20,3,150,2020-01-10,SY,05:30 AM,Basah,Tadi malam ada hujan,Sedang,0,0,Basah,Mendung,,>1 jam,,,,,,
5A,5A-05,LG,TL 20,TL 30,10,500,2020-01-10,SY,05:30 AM,Basah,Tadi malam ada hujan,Sedang,0,0,Basah,Mendung,,>1 jam,,,,,,
5A,5A-06,LG,TL 30,TL 40,10,500,2020-01-10,SY,05:30 AM,Basah,Tadi malam ada hujan,Sedang,0,0,Basah,Mendung,,>1 jam,,,,,,
5A,5A-07,LG,TL 40,GP 36,10,500,2020-01-10,SY,05:30 AM,Basah,Tadi malam ada hujan,Sedang,0,0,Basah,Kabut,,>1 jam,,,,,,
5A,5A-08,LG,GP 36,GP 26,10,500,2020-01-10,SY,05:30 AM,Basah,Tadi malam ada hujan,Sedang,0,0,Basah,Kabut,,>1 jam,,,,,,
5A,5A-09,LG,GP 26,GP 20,6,300,2020-01-10,SY,05:30 AM,Basah,Tadi malam ada hujan,Sedang,0,0,Basah,Mendung,,>1 jam,,,,,,
5B,5B-01,LG,GP 20,GP 26,6,300,2020-01-19,JK,05:30 AM,Basah,Lagi hujan,Sedang,0,0,Basah,Mendung,,,,,,,,
5B,5B-02,LG,GP 26,GP 36,10,500,2020-01-19,JK,05:30 AM,Basah,Lagi hujan,Sedang,0,0,Basah,Mendung,,,,,,,,
5B,5B-03,LG,GP 36,TL 40,10,500,2020-01-19,JK,05:30 AM,Basah,Lagi hujan,Sedang,0,0,Basah,Mendung,,,,,,,,
5B,5B-04,LG,TL 40,TL 30,10,500,2020-01-19,JK,05:30 AM,Basah,Lagi hujan,Sedang,0,0,Basah,Mendung,,,,,,,,
5B,5B-05,LG,TL 30,TL 20,10,500,2020-01-19,JK,05:30 AM,Basah,Lagi hujan,Sedang,0,0,Basah,Mendung,,,,,,,,
5B,5B-06,LS,TL 20,TL 17,3,150,2020-01-19,JK,05:30 AM,Basah,Lagi hujan,Sedang,0,0,Basah,Mendung,,,,,,,,
5B,5B-07,LS,JB 21,JB 11,10,500,2020-01-19,JK,05:30 AM,Basah,Lagi hujan,Sedang,0,0,Basah,Mendung,,,,,,,,
5B,5B-08,LG,JB 11,JB 05,7,350,2020-01-19,JK,05:30 AM,Basah,Lagi hujan,Sedang,4,0,Basah,Mendung,,,,,,,,
5B,5B-09,LS,JB 04,JB 00,4,200,2020-01-19,JK,05:30 AM,Basah,Lagi hujan,Sedang,1,0,Basah,Mendung,,,,,,,,
6A,6A-01,LS,UB 04,UB 13,9,450,2020-01-12,DK,05:30 AM,Lembab,Tadi malam ada hujan,Gerimis,0,0,Lembab,Cerah,,>1 jam,,,,,,
6A,6A-02,LG,UB 13,UB 23,10,500,2020-01-12,DK,05:30 AM,Lembab,Tadi malam ada hujan,Gerimis,0,0,Lembab,Cerah,,>1 jam,,,,,,
6A,6A-03,LG,UB23,HB 14,10,500,2020-01-12,DK,05:30 AM,Lembab,Tadi malam ada hujan,Gerimis,0,0,Lembab,Cerah,,>1 jam,,,,,,
6A,6A-04,LG,HB 14,HB 04,10,500,2020-01-12,DK,05:30 AM,Lembab,Tadi malam ada hujan,Gerimis,0,0,Lembab,Cerah,,>1 jam,,,,,,
6A,6A-05,LG,HB 04,DP 7,10,500,2020-01-12,DK,05:30 AM,Lembab,Tadi malam ada hujan,Gerimis,0,0,Lembab,Cerah,,>1 jam,,,,,,
6A,6A-06,LG,SI 28,SI 18,10,500,2020-01-12,DK,05:30 AM,Lembab,Tadi malam ada hujan,Gerimis,0,0,Lembab,Cerah,,>1 jam,,,,,,
6A,6A-07,LG,SI 18,SI 08,10,500,2020-01-12,DK,05:30 AM,Lembab,Tadi malam ada hujan,Gerimis,0,0,Lembab,Cerah,,>1 jam,,,,,,
6A,6A-08,LG,SI 08,SI 05,3,150,2020-01-12,DK,05:30 AM,Lembab,Tadi malam ada hujan,Gerimis,0,0,Lembab,Cerah,,>1 jam,,,,,,
6A,6A-09,LS,SI 05,SI 00,5,250,2020-01-12,DK,05:30 AM,Lembab,Tadi malam ada hujan,Gerimis,0,0,Lembab,Mendung,,>1 jam,,,,,,
6B,6B-01,LS,SI 00,SI 05,5,250,2020-01-21,DK,05:30 AM,Lembab,Tadi malam ada hujan,Gerimis,0,0,Lembab,Cerah,,<1 jam,,,,,,
6B,6B-02,LG,SI 5,SI 08,3,150,2020-01-21,DK,05:30 AM,Lembab,Tadi malam ada hujan,Gerimis,0,0,Lembab,Cerah,,<1 jam,,,,,,
6B,6B-03,LG,SI 08,SI 18,10,500,2020-01-21,DK,05:30 AM,Lembab,Tadi malam ada hujan,Gerimis,0,0,Lembab,Cerah,,<1 jam,,,,,,
6B,6B-04,LG,SI 18,SI 28,10,500,2020-01-21,DK,05:30 AM,Lembab,Tadi malam ada hujan,Gerimis,0,0,Lembab,Cerah,,<1 jam,,,,,,
6B,6B-05,LG,DP 7,HB 04,10,500,2020-01-21,DK,05:30 AM,Lembab,Tadi malam ada hujan,Gerimis,0,0,Lembab,Cerah,,<1 jam,,,,,,
6B,6B-06,LG,HB 04,HB 14,10,500,2020-01-21,DK,05:30 AM,Lembab,Tadi malam ada hujan,Gerimis,0,0,Lembab,Cerah,,<1 jam,,,,,,
6B,6B-07,LG,HB 14,UB 23,10,500,2020-01-21,DK,05:30 AM,Lembab,Tadi malam ada hujan,Gerimis,0,0,Lembab,Cerah,,<1 jam,,,,,,
6B,6B-08,LG,UB 23,UB 13,10,500,2020-01-21,DK,05:30 AM,Lembab,Tadi malam ada hujan,Gerimis,0,0,Lembab,Cerah,,<1 jam,,,,,,
6B,6B-09,LS,UB 13,UB 04,9,450,2020-01-21,DK,05:30 AM,Lembab,Tadi malam ada hujan,Gerimis,0,0,Lembab,Cerah,,<1 jam,,,,,,
7A,7A-01,UG,TK 13,MR 12,10,500,2020-01-09,SY,05:30 AM,Basah,Tadi malam ada hujan,Sedang,1,0,Basah,Mendung,,>1 jam,,,,,,
7A,7A-02,UG,MR 12,MR 02,10,500,2020-01-09,SY,05:30 AM,Basah,Tadi malam ada hujan,Sedang,0,0,Basah,Mendung,,>1 jam,,,,,,
7A,7A-03,UG,MR 02,GP 74,4,200,2020-01-09,SY,05:30 AM,Basah,Tadi malam ada hujan,Sedang,0,0,Basah,Mendung,,>1 jam,,,,,,
7A,7A-04,MO,PP 10,PP 00,10,500,2020-01-09,SY,05:30 AM,Basah,Tadi malam ada hujan,Sedang,0,1,Basah,Cerah,,>1 jam,,,,,,
7A,7A-05,MO,GP 79,GP 89,10,500,2020-01-09,SY,05:30 AM,Basah,Tadi malam ada hujan,Sedang,0,2,Basah,Cerah,,>1 jam,,,,,,
7A,7A-06,MO,GP 89,GP 99,10,500,2020-01-09,SY,05:30 AM,Basah,Tadi malam ada hujan,Sedang,0,4,Basah,Cerah,,>1 jam,,,,,,
7A,7A-07,MO,GP 99,GP 107,8,400,2020-01-09,SY,05:30 AM,Basah,Tadi malam ada hujan,Sedang,0,5,Basah,Mendung,,>1 jam,,,,,,
7B,7B-01,UG,TK 13,MR 12,10,500,2020-01-23,DK,05:30 AM,Basah,Lagi hujan,Kuat,0,0,Lembab,Cerah,,<1 jam,,,,,,
7B,7B-02,UG,MR 12,MR 02,10,500,2020-01-23,DK,05:30 AM,Basah,Lagi hujan,Kuat,0,0,Lembab,Cerah,,<1 jam,,,,,,
7B,7B-03,UG,MR 02,GP 74,4,200,2020-01-23,DK,05:30 AM,Basah,Lagi hujan,Kuat,0,0,Lembab,Cerah,,<1 jam,,,,,,
7B,7B-04,MO,PP 10,PP 00,10,500,2020-01-23,DK,05:30 AM,Basah,Lagi hujan,Kuat,0,0,Lembab,Kabut,,<1 jam,,,,,,
7B,7B-05,MO,GP 79,GP 89,10,500,2020-01-23,DK,05:30 AM,Basah,Lagi hujan,Kuat,0,0,Lembab,Hujan,,<1 jam,,,,,,
7B,7B-06,MO,GP 89,GP 99,10,500,2020-01-23,DK,05:30 AM,Basah,Lagi hujan,Kuat,0,0,Lembab,Hujan,,<1 jam,,,,,,
7B,7B-07,MO,GP 99,GP 107,8,400,2020-01-23,DK,05:30 AM,Basah,Lagi hujan,Kuat,0,0,Lembab,Hujan,,<1 jam,,,,,,
8A,8A-01,UG,NB 05,NB15,10,500,2020-01-09,JK,05:40 AM,Basah,Tadi malam ada hujan,Sedang,0,0,Lembab,Mendung,,>1 jam,,,,,,
8A,8A-02,UG,NB 15,UB 52,10,500,2020-01-09,JK,05:40 AM,Basah,Tadi malam ada hujan,Sedang,0,0,Basah,Cerah,,>1 jam,,,,,,
8A,8A-03,UG,UB 52,LM 08,10,500,2020-01-09,JK,05:40 AM,Basah,Tadi malam ada hujan,Sedang,0,3,Basah,Cerah,,>1 jam,,,,,,
8A,8A-04,UG,LM 08,LM 02,6,300,2020-01-09,JK,05:40 AM,Basah,Tadi malam ada hujan,Sedang,0,1,Basah,Cerah,,>1 jam,,,,,,
8A,8A-05,MO,LM 02,UB 71,9,450,2020-01-09,JK,05:40 AM,Basah,Tadi malam ada hujan,Sedang,0,1,Basah,Mendung,,>1 jam,,,,,,
8A,8A-06,MO,UB 71,JJ 05,10,500,2020-01-09,JK,05:40 AM,Basah,Tadi malam ada hujan,Sedang,0,6,Basah,Mendung,,>1 jam,,,,,,
8A,8A-07,MO,JJ 05,UB 88,9,450,2020-01-09,JK,05:40 AM,Basah,Tadi malam ada hujan,Sedang,0,4,Basah,Mendung,,>1 jam,,,,,,
8B,8B-01,UG,NB 05,NB15,10,500,2020-01-23,LD,05:40 AM,Lembab,Kemarin ada hujan,Sedang,0,0,Lembab,Mendung,,>1 jam,,,,,,
8B,8B-02,UG,NB 15,UB 52,10,500,2020-01-23,LD,05:40 AM,Lembab,Kemarin ada hujan,Sedang,0,0,Lembab,Mendung,,>1 jam,,,,,,
8B,8B-03,UG,UB 52,LM 08,10,500,2020-01-23,LD,05:40 AM,Lembab,Kemarin ada hujan,Sedang,0,0,Lembab,Cerah,,>1 jam,,,,,,
8B,8B-04,UG,LM 08,LM 02,6,300,2020-01-23,LD,05:40 AM,Lembab,Kemarin ada hujan,Sedang,0,0,Lembab,Cerah,,>1 jam,,,,,,
8B,8B-05,MO,LM 02,UB 71,9,450,2020-01-23,LD,05:40 AM,Lembab,Kemarin ada hujan,Sedang,0,0,Basah,Hujan,,>1 jam,,,,,,
8B,8B-06,MO,UB 71,JJ 05,10,500,2020-01-23,LD,05:40 AM,Lembab,Kemarin ada hujan,Sedang,0,2,Basah,Hujan,,>1 jam,,,,,,
8B,8B-07,MO,JJ 05,UB 88,9,450,2020-01-23,LD,05:40 AM,Lembab,Kemarin ada hujan,Sedang,0,6,Basah,Hujan,,>1 jam,,,,,,
11A,11A-01,LS,BC 00,BC10,10,500,2020-01-14,LD,05:30 AM,Lembab,Kemarin ada hujan,Gerimis,1,0,Kering,Cerah,,<1 jam,,,,,,
11A,11A-02,LS,BC 10,QX 06,10,500,2020-01-14,LD,05:30 AM,Lembab,Kemarin ada hujan,Gerimis,1,0,Kering,Cerah,,<1 jam,,,,,,
11A,11A-03,LS,QX 06,JB 04,9,450,2020-01-14,LD,05:30 AM,Lembab,Kemarin ada hujan,Gerimis,0,0,Kering,Cerah,,<1 jam,,,,,,
11A,11A-04,LG,JB 04,JB 07,3,150,2020-01-14,LD,05:30 AM,Lembab,Kemarin ada hujan,Gerimis,0,0,Kering,Cerah,,<1 jam,,,,,,
11A,11A-05,LS,PB 15,PB 05,10,500,2020-01-14,LD,05:30 AM,Lembab,Kemarin ada hujan,Gerimis,0,0,Lembab,Cerah,,<1 jam,,,,,,
11A,11A-06,LS,CK 05,PR 02,8,400,2020-01-14,LD,05:30 AM,Lembab,Kemarin ada hujan,Gerimis,0,0,Lembab,Cerah,,<1 jam,,,,,,
11A,11A-07,FS,PR 02,RB 02,4,200,2020-01-14,LD,05:30 AM,Lembab,Kemarin ada hujan,Gerimis,0,0,Lembab,Cerah,,<1 jam,,,,,,
11A,11A-08,AB,RB 02,AP 08,11,550,2020-01-14,LD,05:30 AM,Lembab,Kemarin ada hujan,Gerimis,0,0,Lembab,Cerah,,<1 jam,,,,,,
11B,11B-01,AB,AP 08,RB 02,11,550,2020-01-25,LD+Dedy,05:30 AM,Lembab,Kemarin ada hujan,Gerimis,,,Lembab,Cerah,,<1 jam,,,,,,
11B,11B-02,FS,RB 02,PR 02,4,200,2020-01-25,LD+Dedy,05:30 AM,Lembab,Kemarin ada hujan,Gerimis,,,Lembab,Cerah,,<1 jam,,,,,,
11B,11B-03,LS,PR 02,CK 05,8,400,2020-01-25,LD+Dedy,05:30 AM,Lembab,Kemarin ada hujan,Gerimis,0,0,Lembab,Cerah,,<1 jam,,,,,,
11B,11B-04,LS,PB 05,PB 15,10,500,2020-01-25,LD+Dedy,05:30 AM,Lembab,Kemarin ada hujan,Gerimis,0,0,Lembab,Cerah,,<1 jam,,,,,,
11B,11B-05,LG,JB 07,JB 04,3,150,2020-01-25,LD+Dedy,05:30 AM,Lembab,Kemarin ada hujan,Gerimis,0,0,Lembab,Cerah,,<1 jam,,,,,,
11B,11B-06,LS,JB 04,QX 06,9,450,2020-01-25,LD+Dedy,05:30 AM,Lembab,Kemarin ada hujan,Gerimis,0,0,Lembab,Cerah,,<1 jam,,,,,,
11B,11B-07,LS,QX 06,BC 10,10,500,2020-01-25,LD+Dedy,05:30 AM,Lembab,Kemarin ada hujan,Gerimis,0,0,Lembab,Cerah,,<1 jam,,,,,,
11B,11B-08,LS,BC10,BC 00,10,500,2020-01-25,LD+Dedy,05:30 AM,Lembab,Kemarin ada hujan,Gerimis,0,0,Lembab,Cerah,,<1 jam,,,,,,
12A,12A-01,AB,MB 00,RR 02,10,500,2019-12-28,JK,05:30 AM,Basah,Tadi malam ada hujan,Sedang,2,0,Basah,Cerah,,<1 jam,,,,,,
12A,12A-02,AB,RR 02,MT 02,10,500,2019-12-28,JK,05:30 AM,Basah,Tadi malam ada hujan,Sedang,2,0,Basah,Cerah,,<1 jam,,,,,,
12A,12A-03,AB,MT 02,MT 05,3,150,2019-12-28,JK,05:30 AM,Basah,Tadi malam ada hujan,Sedang,0,0,Lembab,Cerah,,<1 jam,,,,,,
12A,12A-04,LS,MT 05,UB 02,10,500,2019-12-28,JK,05:30 AM,Basah,Tadi malam ada hujan,Sedang,0,0,Lembab,Cerah,,<1 jam,,,,,,
12A,12A-05,LS,UB 02,AT 08,10,500,2019-12-28,JK,05:30 AM,Basah,Tadi malam ada hujan,Sedang,0,0,Lembab,Cerah,,<1 jam,,,,,,
12A,12A-06,LS,AT 08,AT 17,9,450,2019-12-28,JK,05:30 AM,Basah,Tadi malam ada hujan,Sedang,0,0,Lembab,Cerah,,<1 jam,,,,,,
12A,12A-07,AB,AT 17,BK 06,10,500,2019-12-28,JK,05:30 AM,Basah,Tadi malam ada hujan,Sedang,0,0,Lembab,Cerah,,<1 jam,,,,,,
12A,12A-08,AB,DT 12,DT 05,7,350,2019-12-28,JK,05:30 AM,Basah,Tadi malam ada hujan,Sedang,0,0,Lembab,Cerah,,<1 jam,,,,,,
12B,12B-01,AB,DT 05,DT 12,7,350,2020-01-15,DK,05:30 AM,Lembab,Kemarin ada hujan,Kuat,0,0,Lembab,Cerah,,>1 jam,,,,,,
12B,12B-02,AB,BK 06,AT 17,10,500,2020-01-15,DK,05:30 AM,Lembab,Kemarin ada hujan,Kuat,0,0,Lembab,Cerah,,>1 jam,,,,,,
12B,12B-03,LS,AT 17,AT 08,9,450,2020-01-15,DK,05:30 AM,Lembab,Kemarin ada hujan,Kuat,0,0,Lembab,Cerah,,>1 jam,,,,,,
12B,12B-04,LS,AT 08,UB 02,10,500,2020-01-15,DK,05:30 AM,Lembab,Kemarin ada hujan,Kuat,0,0,Lembab,Cerah,,>1 jam,,,,,,
12B,12B-05,LS,UB 02,MT 05,10,500,2020-01-15,DK,05:30 AM,Lembab,Kemarin ada hujan,Kuat,0,0,Lembab,Cerah,,>1 jam,,,,,,
12B,12B-06,AB,MT 05,MT 02,3,150,2020-01-15,DK,05:30 AM,Lembab,Kemarin ada hujan,Kuat,1,0,Lembab,Cerah,,>1 jam,,,,,,
12B,12B-07,AB,MT 02,RR 02,10,500,2020-01-15,DK,05:30 AM,Lembab,Kemarin ada hujan,Kuat,0,0,Lembab,Cerah,,>1 jam,,,,,,
12B,12B-08,AB,RR 02,MB 00,10,500,2020-01-15,DK,05:30 AM,Lembab,Kemarin ada hujan,Kuat,0,0,Lembab,Cerah,,>1 jam,,,,,,
13A,13A-01,UG,ML 20,GP 58,10,500,2020-01-08,LD,05:30 AM,Lembab,Kosong,Tidak ada,0,0,Kering,Cerah,,,,,,,,
13A,13A-02,UG,GP 58,GP 68,10,500,2020-01-08,LD,05:30 AM,Lembab,Kosong,Tidak ada,0,0,Kering,Cerah,,,,,,,,
13A,13A-03,UG,GP 68,GP 74,6,300,2020-01-08,LD,05:30 AM,Lembab,Kosong,Tidak ada,0,0,Kering,Cerah,,,,,,,,
13A,13A-04,MO,PP 10,FS 25,10,500,2020-01-08,LD,05:30 AM,Lembab,Kosong,Tidak ada,0,0,Lembab,Cerah,,,,,,,,
13A,13A-05,UG,FS 25,FS 15,10,500,2020-01-08,LD,05:30 AM,Lembab,Kosong,Tidak ada,0,0,Lembab,Cerah,,,,,,,,
13A,13A-06,UG,FS 15,FS 04,11,550,2020-01-08,LD,05:30 AM,Lembab,Kosong,Tidak ada,0,0,Lembab,Cerah,,,,,,,,
13A,13A-07,UG,MR 8,TK 18,10,500,2020-01-08,LD,05:30 AM,Lembab,Kosong,Tidak ada,0,0,Lembab,Cerah,,,,,,,,
13A,13A-08,UG,TK 18,TK 13,5,250,2020-01-08,LD,05:30 AM,Lembab,Kosong,Tidak ada,0,0,Lembab,Cerah,,,,,,,,
13B,13B-01,UG,TK 13,TK 18,5,250,2020-01-16,SY,05:30 AM,Basah,Kemarin ada hujan,Kuat,0,0,Basah,Cerah,,1-3 jam,,,,,,
13B,13B-02,UG,TK 18,MR 8,10,500,2020-01-16,SY,05:30 AM,Basah,Kemarin ada hujan,Kuat,0,0,Lembab,Cerah,,1-3 jam,,,,,,
13B,13B-03,UG,FS 04,FS 15,11,550,2020-01-16,SY,05:30 AM,Basah,Kemarin ada hujan,Kuat,0,0,Basah,Cerah,,1-3 jam,,,,,,
13B,13B-04,UG,FS 15,FS 25,10,500,2020-01-16,SY,05:30 AM,Basah,Kemarin ada hujan,Kuat,0,0,Basah,Cerah,,1-3 jam,,,,,,
13B,13B-05,MO,FS 25,PP 10,10,500,2020-01-16,SY,05:30 AM,Basah,Kemarin ada hujan,Kuat,0,1,Basah,Cerah,,1-3 jam,,,,,,
13B,13B-06,UG,GP 74,GP 68,6,300,2020-01-16,SY,05:30 AM,Basah,Kemarin ada hujan,Kuat,0,0,Lembab,Mendung,,1-3 jam,,,,,,
13B,13B-07,UG,GP 68,GP 58,10,500,2020-01-16,SY,05:30 AM,Basah,Kemarin ada hujan,Kuat,0,0,Lembab,Cerah,,1-3 jam,,,,,,
13B,13B-08,UG,GP 58,ML 20,10,500,2020-01-16,SY,05:30 AM,Basah,Kemarin ada hujan,Kuat,0,0,Lembab,Cerah,,1-3 jam,,,,,,
14A,14A-01,LG,UB 26,UB 30,4,200,2020-01-14,JK,05:30 AM,Basah,Kemarin ada hujan,Gerimis,0,0,Kering,Cerah,,<1 jam,,,,,,
14A,14A-02,UG,UB 30,UB 37,7,350,2020-01-14,JK,05:30 AM,Basah,Kemarin ada hujan,Gerimis,0,0,Kering,Cerah,,<1 jam,,,,,,
14A,14A-03,UG,UB 37,UB 47,10,500,2020-01-14,JK,05:30 AM,Basah,Kemarin ada hujan,Gerimis,0,0,Kering,Cerah,,<1 jam,,,,,,
14A,14A-04,UG,UB 47,UB 57,10,500,2020-01-14,JK,05:30 AM,Basah,Kemarin ada hujan,Gerimis,0,0,Kering,Cerah,,<1 jam,,,,,,
14A,14A-05,UG,UB 57,MS 27,10,500,2020-01-14,JK,05:30 AM,Basah,Kemarin ada hujan,Gerimis,0,2,Kering,Cerah,,<1 jam,,,,,,
14A,14A-06,UG,MS 27,MS 17,10,500,2020-01-14,JK,05:30 AM,Basah,Kemarin ada hujan,Gerimis,0,0,Lembab,Cerah,,<1 jam,,,,,,
14A,14A-07,UG,MS 17,MS 07,10,500,2020-01-14,JK,05:30 AM,Basah,Kemarin ada hujan,Gerimis,0,0,Lembab,Cerah,,<1 jam,,,,,,
14A,14A-08,UG,MS 07,NB 17,10,500,2020-01-14,JK,05:30 AM,Basah,Kemarin ada hujan,Gerimis,0,4,Lembab,Cerah,,<1 jam,,,,,,
14A,14A-09,UG,NB 17,NB 07,10,500,2020-01-14,JK,05:30 AM,Basah,Kemarin ada hujan,Gerimis,0,0,Kering,Cerah,,<1 jam,,,,,,
14B,14B-01,UG,NB 05,NB 07,2,100,2020-01-28,DK,05:40 AM,Basah,Lagi hujan,Sedang,0,0,Lembab,Cerah,,<1 jam,,,,,,
14B,14B-02,UG,NB 07,NB 17,10,500,2020-01-28,DK,05:40 AM,Basah,Lagi hujan,Sedang,0,0,Lembab,Cerah,,<1 jam,,,,,,
14B,14B-03,UG,NB 17,MS 07,10,500,2020-01-28,DK,05:40 AM,Basah,Lagi hujan,Sedang,0,0,Lembab,Cerah,,<1 jam,,,,,,
14B,14B-04,UG,MS 07,MS 17,10,500,2020-01-28,DK,05:40 AM,Basah,Lagi hujan,Sedang,0,0,Lembab,Cerah,,<1 jam,,,,,,
